Индекс(i)	Узел(xi)	Числ.реш(vi)	Точн.реш(ui)	Погрешность|vi-ui|	Невязка(ri)
546	0.5332031250	35.5875015259	35.5875015259	0.0000000000	0.0000001192
547	0.5341796875	35.6813144684	35.6813144684	0.0000000000	0.0000001192
548	0.5351562500	35.7752990723	35.7752990723	0.0000000000	0.0000000000
549	0.5361328125	35.8694553375	35.8694553375	0.0000000000	0.0000001192
550	0.5371093750	35.9637832642	35.9637832642	0.0000000000	0.0000000000
551	0.5380859375	36.0582828522	36.0582828522	0.0000000000	0.0000000000
552	0.5390625000	36.1529541016	36.1529541016	0.0000000000	0.0000000596
553	0.5400390625	36.2477970123	36.2477970123	0.0000000000	0.0000000000
554	0.5410156250	36.3428115845	36.3428115845	0.0000000000	0.0000000000
555	0.5419921875	36.4379978180	36.4379978180	0.0000000000	0.0000001192
556	0.5429687500	36.5333557129	36.5333557129	0.0000000000	0.0000000596
557	0.5439453125	36.6288852692	36.6288852692	0.0000000000	0.0000000000
558	0.5449218750	36.7245864868	36.7245864868	0.0000000000	0.0000001192
559	0.5458984375	36.8204593659	36.8204593658	0.0000000000	0.0000001192
560	0.5468750000	36.9165039063	36.9165039062	0.0000000000	0.0000000000
561	0.5478515625	37.0127201080	37.0127201080	0.0000000000	0.0000000000
562	0.5488281250	37.1091079712	37.1091079712	0.0000000000	0.0000000596
563	0.5498046875	37.2056674957	37.2056674957	0.0000000000	0.0000000000
564	0.5507812500	37.3023986816	37.3023986816	0.0000000000	0.0000000000
565	0.5517578125	37.3993015289	37.3993015289	0.0000000000	0.0000000000
566	0.5527343750	37.4963760376	37.4963760376	0.0000000000	0.0000000000
567	0.5537109375	37.5936222076	37.5936222076	0.0000000000	0.0000000000
568	0.5546875000	37.6910400391	37.6910400391	0.0000000000	0.0000000000
569	0.5556640625	37.7886295319	37.7886295319	0.0000000000	0.0000000000
570	0.5566406250	37.8863906860	37.8863906860	0.0000000000	0.0000000000
571	0.5576171875	37.9843235016	37.9843235016	0.0000000000	0.0000000000
572	0.5585937500	38.0824279785	38.0824279785	0.0000000000	0.0000000596
573	0.5595703125	38.1807041168	38.1807041168	0.0000000000	0.0000001192
574	0.5605468750	38.2791519165	38.2791519165	0.0000000000	0.0000001192
575	0.5615234375	38.3777713776	38.3777713776	0.0000000000	0.0000000000
576	0.5625000000	38.4765625000	38.4765625000	0.0000000000	0.0000000000
577	0.5634765625	38.5755252838	38.5755252838	0.0000000000	0.0000000000
578	0.5644531250	38.6746597290	38.6746597290	0.0000000000	0.0000000596
579	0.5654296875	38.7739658356	38.7739658356	0.0000000000	0.0000000596
580	0.5664062500	38.8734436035	38.8734436035	0.0000000000	0.0000000596
581	0.5673828125	38.9730930328	38.9730930328	0.0000000000	0.0000000596
582	0.5683593750	39.0729141235	39.0729141235	0.0000000000	0.0000000000
583	0.5693359375	39.1729068756	39.1729068756	0.0000000000	0.0000001192
584	0.5703125000	39.2730712891	39.2730712891	0.0000000000	0.0000000000
585	0.5712890625	39.3734073639	39.3734073639	0.0000000000	0.0000001192
586	0.5722656250	39.4739151001	39.4739151001	0.0000000000	0.0000001192
587	0.5732421875	39.5745944977	39.5745944977	0.0000000000	0.0000000000
588	0.5742187500	39.6754455566	39.6754455566	0.0000000000	0.0000001192
589	0.5751953125	39.7764682770	39.7764682770	0.0000000000	0.0000001788
590	0.5761718750	39.8776626587	39.8776626587	0.0000000000	0.0000000000
591	0.5771484375	39.9790287018	39.9790287018	0.0000000000	0.0000000596
592	0.5781250000	40.0805664063	40.0805664062	0.0000000000	0.0000000000
593	0.5791015625	40.1822757721	40.1822757721	0.0000000000	0.0000001192
594	0.5800781250	40.2841567993	40.2841567993	0.0000000000	0.0000001192
595	0.5810546875	40.3862094879	40.3862094879	0.0000000000	0.0000000000
596	0.5820312500	40.4884338379	40.4884338379	0.0000000000	0.0000000000
597	0.5830078125	40.5908298493	40.5908298492	0.0000000000	0.0000000596
598	0.5839843750	40.6933975220	40.6933975220	0.0000000000	0.0000000000
599	0.5849609375	40.7961368561	40.7961368561	0.0000000000	0.0000000000
600	0.5859375000	40.8990478516	40.8990478516	0.0000000000	0.0000001192
601	0.5869140625	41.0021305084	41.0021305084	0.0000000000	0.0000000596
602	0.5878906250	41.1053848267	41.1053848267	0.0000000000	0.0000000000
603	0.5888671875	41.2088108063	41.2088108063	0.0000000000	0.0000000596
604	0.5898437500	41.3124084473	41.3124084473	0.0000000000	0.0000000000
605	0.5908203125	41.4161777496	41.4161777496	0.0000000000	0.0000000596
606	0.5917968750	41.5201187134	41.5201187134	0.0000000000	0.0000000000
607	0.5927734375	41.6242313385	41.6242313385	0.0000000000	0.0000000000
608	0.5937500000	41.7285156250	41.7285156250	0.0000000000	0.0000000000
609	0.5947265625	41.8329715729	41.8329715729	0.0000000000	0.0000000000
610	0.5957031250	41.9375991821	41.9375991821	0.0000000000	0.0000000000
611	0.5966796875	42.0423984528	42.0423984528	0.0000000000	0.0000000000
612	0.5976562500	42.1473693848	42.1473693848	0.0000000000	0.0000000000
613	0.5986328125	42.2525119782	42.2525119781	0.0000000000	0.0000001192
614	0.5996093750	42.3578262329	42.3578262329	0.0000000000	0.0000001192
615	0.6005859375	42.4633121491	42.4633121490	0.0000000000	0.0000001192
616	0.6015625000	42.5689697266	42.5689697266	0.0000000000	0.0000000000
617	0.6025390625	42.6747989655	42.6747989655	0.0000000000	0.0000000000
618	0.6035156250	42.7807998657	42.7807998657	0.0000000000	0.0000001192
619	0.6044921875	42.8869724274	42.8869724274	0.0000000000	0.0000000000
620	0.6054687500	42.9933166504	42.9933166504	0.0000000000	0.0000000000
621	0.6064453125	43.0998325348	43.0998325348	0.0000000000	0.0000000000
622	0.6074218750	43.2065200806	43.2065200806	0.0000000000	0.0000000000
623	0.6083984375	43.3133792877	43.3133792877	0.0000000000	0.0000000000
624	0.6093750000	43.4204101563	43.4204101562	0.0000000000	0.0000000000
625	0.6103515625	43.5276126862	43.5276126862	0.0000000000	0.0000000000
626	0.6113281250	43.6349868775	43.6349868774	0.0000000000	0.0000000000
627	0.6123046875	43.7425327301	43.7425327301	0.0000000000	0.0000001192
628	0.6132812500	43.8502502441	43.8502502441	0.0000000000	0.0000001192
629	0.6142578125	43.9581394196	43.9581394196	0.0000000000	0.0000001192
630	0.6152343750	44.0662002564	44.0662002563	0.0000000000	0.0000000000
631	0.6162109375	44.1744327545	44.1744327545	0.0000000000	0.0000000000
632	0.6171875000	44.2828369141	44.2828369141	0.0000000000	0.0000001192
633	0.6181640625	44.3914127350	44.3914127350	0.0000000000	0.0000001192
634	0.6191406250	44.5001602173	44.5001602173	0.0000000000	0.0000002384
635	0.6201171875	44.6090793610	44.6090793610	0.0000000000	0.0000001192
636	0.6210937500	44.7181701660	44.7181701660	0.0000000000	0.0000001192
637	0.6220703125	44.8274326325	44.8274326324	0.0000000000	0.0000000000
638	0.6230468750	44.9368667603	44.9368667603	0.0000000000	0.0000001192
639	0.6240234375	45.0464725494	45.0464725494	0.0000000000	0.0000000000
640	0.6250000000	45.1562500000	45.1562500000	0.0000000000	0.0000001192
641	0.6259765625	45.2661991119	45.2661991119	0.0000000000	0.0000000000
642	0.6269531250	45.3763198853	45.3763198853	0.0000000000	0.0000001192
643	0.6279296875	45.4866123200	45.4866123199	0.0000000000	0.0000000000
644	0.6289062500	45.5970764160	45.5970764160	0.0000000000	0.0000000000
645	0.6298828125	45.7077121735	45.7077121735	0.0000000000	0.0000001192
646	0.6308593750	45.8185195923	45.8185195923	0.0000000000	0.0000000000
647	0.6318359375	45.9294986725	45.9294986725	0.0000000000	0.0000001192
648	0.6328125000	46.0406494141	46.0406494141	0.0000000000	0.0000001192
649	0.6337890625	46.1519718170	46.1519718170	0.0000000000	0.0000000000
650	0.6347656250	46.2634658814	46.2634658813	0.0000000000	0.0000000000
651	0.6357421875	46.3751316071	46.3751316071	0.0000000000	0.0000000000
652	0.6367187500	46.4869689942	46.4869689941	0.0000000000	0.0000001192
653	0.6376953125	46.5989780426	46.5989780426	0.0000000000	0.0000002384
654	0.6386718750	46.7111587525	46.7111587524	0.0000000000	0.0000000000
655	0.6396484375	46.8235111237	46.8235111237	0.0000000000	0.0000002384
656	0.6406250000	46.9360351563	46.9360351562	0.0000000000	0.0000000000
657	0.6416015625	47.0487308502	47.0487308502	0.0000000000	0.0000002384
658	0.6425781250	47.1615982056	47.1615982056	0.0000000000	0.0000001192
659	0.6435546875	47.2746372223	47.2746372223	0.0000000000	0.0000000000
660	0.6445312500	47.3878479004	47.3878479004	0.0000000000	0.0000001192
661	0.6455078125	47.5012302399	47.5012302399	0.0000000000	0.0000001192
662	0.6464843750	47.6147842407	47.6147842407	0.0000000000	0.0000000000
663	0.6474609375	47.7285099030	47.7285099030	0.0000000000	0.0000000000
664	0.6484375000	47.8424072266	47.8424072266	0.0000000000	0.0000000000
665	0.6494140625	47.9564762116	47.9564762115	0.0000000000	0.0000000000
666	0.6503906250	48.0707168579	48.0707168579	0.0000000000	0.0000000000
667	0.6513671875	48.1851291657	48.1851291656	0.0000000000	0.0000000000
668	0.6523437500	48.2997131348	48.2997131348	0.0000000000	0.0000001192
669	0.6533203125	48.4144687653	48.4144687653	0.0000000000	0.0000001192
670	0.6542968750	48.5293960571	48.5293960571	0.0000000000	0.0000001192
671	0.6552734375	48.6444950104	48.6444950104	0.0000000000	0.0000001192
672	0.6562500000	48.7597656250	48.7597656250	0.0000000000	0.0000000000
673	0.6572265625	48.8752079010	48.8752079010	0.0000000000	0.0000000000
674	0.6582031250	48.9908218384	48.9908218384	0.0000000000	0.0000000000
675	0.6591796875	49.1066074371	49.1066074371	0.0000000000	0.0000001192
676	0.6601562500	49.2225646973	49.2225646973	0.0000000000	0.0000002384
677	0.6611328125	49.3386936188	49.3386936188	0.0000000000	0.0000000000
678	0.6621093750	49.4549942017	49.4549942017	0.0000000000	0.0000002384
679	0.6630859375	49.5714664459	49.5714664459	0.0000000000	0.0000001192
680	0.6640625000	49.6881103516	49.6881103516	0.0000000000	0.0000002384
681	0.6650390625	49.8049259186	49.8049259186	0.0000000000	0.0000001192
682	0.6660156250	49.9219131470	49.9219131470	0.0000000000	0.0000001192
683	0.6669921875	50.0390720368	50.0390720367	0.0000000000	0.0000001192
684	0.6679687500	50.1564025879	50.1564025879	0.0000000000	0.0000000000
685	0.6689453125	50.2739048004	50.2739048004	0.0000000000	0.0000000000
686	0.6699218750	50.3915786743	50.3915786743	0.0000000000	0.0000001192
687	0.6708984375	50.5094242096	50.5094242096	0.0000000000	0.0000001192
688	0.6718750000	50.6274414063	50.6274414062	0.0000000000	0.0000001192
689	0.6728515625	50.7456302643	50.7456302643	0.0000000000	0.0000002384
690	0.6738281250	50.8639907837	50.8639907837	0.0000000000	0.0000001192
691	0.6748046875	50.9825229645	50.9825229645	0.0000000000	0.0000000000
692	0.6757812500	51.1012268067	51.1012268066	0.0000000000	0.0000000000
693	0.6767578125	51.2201023102	51.2201023102	0.0000000000	0.0000001192
694	0.6777343750	51.3391494751	51.3391494751	0.0000000000	0.0000001192
695	0.6787109375	51.4583683014	51.4583683014	0.0000000000	0.0000001192
696	0.6796875000	51.5777587891	51.5777587891	0.0000000000	0.0000002384
697	0.6806640625	51.6973209381	51.6973209381	0.0000000000	0.0000002384
698	0.6816406250	51.8170547485	51.8170547485	0.0000000000	0.0000001192
699	0.6826171875	51.9369602203	51.9369602203	0.0000000000	0.0000000000
700	0.6835937500	52.0570373535	52.0570373535	0.0000000000	0.0000001192
701	0.6845703125	52.1772861481	52.1772861481	0.0000000000	0.0000001192
702	0.6855468750	52.2977066040	52.2977066040	0.0000000000	0.0000000000
703	0.6865234375	52.4182987213	52.4182987213	0.0000000000	0.0000000000
704	0.6875000000	52.5390625000	52.5390625000	0.0000000000	0.0000000000
705	0.6884765625	52.6599979401	52.6599979401	0.0000000000	0.0000001192
706	0.6894531250	52.7811050415	52.7811050415	0.0000000000	0.0000001192
707	0.6904296875	52.9023838043	52.9023838043	0.0000000000	0.0000000000
708	0.6914062500	53.0238342285	53.0238342285	0.0000000000	0.0000000000
709	0.6923828125	53.1454563141	53.1454563141	0.0000000000	0.0000002384
710	0.6933593750	53.2672500610	53.2672500610	0.0000000000	0.0000000000
711	0.6943359375	53.3892154694	53.3892154694	0.0000000000	0.0000001192
712	0.6953125000	53.5113525391	53.5113525391	0.0000000000	0.0000000000
713	0.6962890625	53.6336612702	53.6336612701	0.0000000000	0.0000001192
714	0.6972656250	53.7561416626	53.7561416626	0.0000000000	0.0000000000
715	0.6982421875	53.8787937164	53.8787937164	0.0000000000	0.0000000000
716	0.6992187500	54.0016174317	54.0016174316	0.0000000000	0.0000001192
717	0.7001953125	54.1246128082	54.1246128082	0.0000000000	0.0000000000
718	0.7011718750	54.2477798462	54.2477798462	0.0000000000	0.0000000000
719	0.7021484375	54.3711185455	54.3711185455	0.0000000000	0.0000000000
720	0.7031250000	54.4946289063	54.4946289062	0.0000000000	0.0000000000
721	0.7041015625	54.6183109284	54.6183109283	0.0000000000	0.0000000000
722	0.7050781250	54.7421646118	54.7421646118	0.0000000000	0.0000000000
723	0.7060546875	54.8661899567	54.8661899567	0.0000000000	0.0000001192
724	0.7070312500	54.9903869629	54.9903869629	0.0000000000	0.0000000000
725	0.7080078125	55.1147556305	55.1147556305	0.0000000000	0.0000000000
726	0.7089843750	55.2392959595	55.2392959595	0.0000000000	0.0000001192
727	0.7099609375	55.3640079498	55.3640079498	0.0000000000	0.0000000000
728	0.7109375000	55.4888916016	55.4888916016	0.0000000000	0.0000001192
729	0.7119140625	55.6139469147	55.6139469147	0.0000000000	0.0000001192
730	0.7128906250	55.7391738892	55.7391738892	0.0000000000	0.0000002384
731	0.7138671875	55.8645725250	55.8645725250	0.0000000000	0.0000001192
732	0.7148437500	55.9901428223	55.9901428223	0.0000000000	0.0000000000
733	0.7158203125	56.1158847809	56.1158847809	0.0000000000	0.0000000000
734	0.7167968750	56.2417984009	56.2417984009	0.0000000000	0.0000001192
735	0.7177734375	56.3678836823	56.3678836823	0.0000000000	0.0000001192
736	0.7187500000	56.4941406250	56.4941406250	0.0000000000	0.0000000000
737	0.7197265625	56.6205692291	56.6205692291	0.0000000000	0.0000000000
738	0.7207031250	56.7471694946	56.7471694946	0.0000000000	0.0000002384
739	0.7216796875	56.8739414215	56.8739414215	0.0000000000	0.0000000000
740	0.7226562500	57.0008850098	57.0008850098	0.0000000000	0.0000000000
741	0.7236328125	57.1280002594	57.1280002594	0.0000000000	0.0000001192
742	0.7246093750	57.2552871704	57.2552871704	0.0000000000	0.0000002384
743	0.7255859375	57.3827457428	57.3827457428	0.0000000000	0.0000001192
744	0.7265625000	57.5103759766	57.5103759766	0.0000000000	0.0000000000
745	0.7275390625	57.6381778717	57.6381778717	0.0000000000	0.0000000000
746	0.7285156250	57.7661514282	57.7661514282	0.0000000000	0.0000001192
747	0.7294921875	57.8942966461	57.8942966461	0.0000000000	0.0000001192
748	0.7304687500	58.0226135254	58.0226135254	0.0000000000	0.0000000000
749	0.7314453125	58.1511020661	58.1511020660	0.0000000000	0.0000001192
750	0.7324218750	58.2797622681	58.2797622681	0.0000000000	0.0000001192
751	0.7333984375	58.4085941315	58.4085941315	0.0000000000	0.0000001192
752	0.7343750000	58.5375976563	58.5375976562	0.0000000000	0.0000001192
753	0.7353515625	58.6667728424	58.6667728424	0.0000000000	0.0000001192
754	0.7363281250	58.7961196900	58.7961196899	0.0000000000	0.0000001192
755	0.7373046875	58.9256381989	58.9256381989	0.0000000000	0.0000000000
756	0.7382812500	59.0553283692	59.0553283691	0.0000000000	0.0000000000
757	0.7392578125	59.1851902008	59.1851902008	0.0000000000	0.0000000000
758	0.7402343750	59.3152236939	59.3152236938	0.0000000000	0.0000000000
759	0.7412109375	59.4454288483	59.4454288483	0.0000000000	0.0000000000
760	0.7421875000	59.5758056641	59.5758056641	0.0000000000	0.0000001192
761	0.7431640625	59.7063541412	59.7063541412	0.0000000000	0.0000001192
762	0.7441406250	59.8370742798	59.8370742798	0.0000000000	0.0000000000
763	0.7451171875	59.9679660797	59.9679660797	0.0000000000	0.0000000000
764	0.7460937500	60.0990295410	60.0990295410	0.0000000000	0.0000000000
765	0.7470703125	60.2302646637	60.2302646637	0.0000000000	0.0000000000
766	0.7480468750	60.3616714478	60.3616714478	0.0000000000	0.0000001192
767	0.7490234375	60.4932498932	60.4932498932	0.0000000000	0.0000001192
768	0.7500000000	60.6250000000	60.6250000000	0.0000000000	0.0000000000
769	0.7509765625	60.7569217682	60.7569217682	0.0000000000	0.0000000000
770	0.7519531250	60.8890151978	60.8890151978	0.0000000000	0.0000000000
771	0.7529296875	61.0212802887	61.0212802887	0.0000000000	0.0000000000
772	0.7539062500	61.1537170410	61.1537170410	0.0000000000	0.0000001192
773	0.7548828125	61.2863254547	61.2863254547	0.0000000000	0.0000001192
774	0.7558593750	61.4191055298	61.4191055298	0.0000000000	0.0000000000
775	0.7568359375	61.5520572662	61.5520572662	0.0000000000	0.0000000000
776	0.7578125000	61.6851806641	61.6851806641	0.0000000000	0.0000000000
777	0.7587890625	61.8184757233	61.8184757233	0.0000000000	0.0000000000
778	0.7597656250	61.9519424439	61.9519424438	0.0000000000	0.0000001192
779	0.7607421875	62.0855808258	62.0855808258	0.0000000000	0.0000001192
780	0.7617187500	62.2193908692	62.2193908691	0.0000000000	0.0000000000
781	0.7626953125	62.3533725739	62.3533725739	0.0000000000	0.0000001192
782	0.7636718750	62.4875259400	62.4875259399	0.0000000000	0.0000000000
783	0.7646484375	62.6218509674	62.6218509674	0.0000000000	0.0000001192
784	0.7656250000	62.7563476563	62.7563476562	0.0000000000	0.0000001192
785	0.7666015625	62.8910160065	62.8910160065	0.0000000000	0.0000001192
786	0.7675781250	63.0258560181	63.0258560181	0.0000000000	0.0000000000
787	0.7685546875	63.1608676911	63.1608676910	0.0000000000	0.0000000000
788	0.7695312500	63.2960510254	63.2960510254	0.0000000000	0.0000001192
789	0.7705078125	63.4314060211	63.4314060211	0.0000000000	0.0000001192
790	0.7714843750	63.5669326782	63.5669326782	0.0000000000	0.0000000000
791	0.7724609375	63.7026309967	63.7026309967	0.0000000000	0.0000000000
792	0.7734375000	63.8385009766	63.8385009766	0.0000000000	0.0000001192
793	0.7744140625	63.9745426178	63.9745426178	0.0000000000	0.0000000000
794	0.7753906250	64.1107559204	64.1107559204	0.0000000000	0.0000001192
795	0.7763671875	64.2471408844	64.2471408844	0.0000000000	0.0000002384
796	0.7773437500	64.3836975098	64.3836975098	0.0000000000	0.0000003576
797	0.7783203125	64.5204257965	64.5204257965	0.0000000000	0.0000001192
798	0.7792968750	64.6573257446	64.6573257446	0.0000000000	0.0000001192
799	0.7802734375	64.7943973541	64.7943973541	0.0000000000	0.0000001192
800	0.7812500000	64.9316406250	64.9316406250	0.0000000000	0.0000000000
801	0.7822265625	65.0690555573	65.0690555573	0.0000000000	0.0000000000
802	0.7832031250	65.2066421509	65.2066421509	0.0000000000	0.0000003576
803	0.7841796875	65.3444004059	65.3444004059	0.0000000000	0.0000000000
804	0.7851562500	65.4823303223	65.4823303223	0.0000000000	0.0000001192
805	0.7861328125	65.6204319000	65.6204319000	0.0000000000	0.0000000000
806	0.7871093750	65.7587051392	65.7587051392	0.0000000000	0.0000001192
807	0.7880859375	65.8971500397	65.8971500397	0.0000000000	0.0000002384
808	0.7890625000	66.0357666016	66.0357666016	0.0000000000	0.0000001192
809	0.7900390625	66.1745548248	66.1745548248	0.0000000000	0.0000001192
810	0.7910156250	66.3135147095	66.3135147095	0.0000000000	0.0000000000
811	0.7919921875	66.4526462555	66.4526462555	0.0000000000	0.0000001192
812	0.7929687500	66.5919494629	66.5919494629	0.0000000000	0.0000000000
813	0.7939453125	66.7314243317	66.7314243317	0.0000000000	0.0000001192
814	0.7949218750	66.8710708618	66.8710708618	0.0000000000	0.0000000000
815	0.7958984375	67.0108890534	67.0108890533	0.0000000000	0.0000001192
816	0.7968750000	67.1508789063	67.1508789062	0.0000000000	0.0000002384
817	0.7978515625	67.2910404205	67.2910404205	0.0000000000	0.0000002384
818	0.7988281250	67.4313735962	67.4313735962	0.0000000000	0.0000000000
819	0.7998046875	67.5718784332	67.5718784332	0.0000000000	0.0000000000
820	0.8007812500	67.7125549317	67.7125549316	0.0000000000	0.0000000000
821	0.8017578125	67.8534030914	67.8534030914	0.0000000000	0.0000000000
822	0.8027343750	67.9944229126	67.9944229126	0.0000000000	0.0000002384
823	0.8037109375	68.1356143952	68.1356143951	0.0000000000	0.0000001192
824	0.8046875000	68.2769775391	68.2769775391	0.0000000000	0.0000001192
825	0.8056640625	68.4185123444	68.4185123444	0.0000000000	0.0000000000
826	0.8066406250	68.5602188110	68.5602188110	0.0000000000	0.0000001192
827	0.8076171875	68.7020969391	68.7020969391	0.0000000000	0.0000001192
828	0.8085937500	68.8441467285	68.8441467285	0.0000000000	0.0000000000
829	0.8095703125	68.9863681793	68.9863681793	0.0000000000	0.0000001192
830	0.8105468750	69.1287612915	69.1287612915	0.0000000000	0.0000001192
831	0.8115234375	69.2713260651	69.2713260651	0.0000000000	0.0000001192
832	0.8125000000	69.4140625000	69.4140625000	0.0000000000	0.0000001192
833	0.8134765625	69.5569705963	69.5569705963	0.0000000000	0.0000000000
834	0.8144531250	69.7000503540	69.7000503540	0.0000000000	0.0000001192
835	0.8154296875	69.8433017731	69.8433017731	0.0000000000	0.0000001192
